index_x,Location,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Max_Year,Max,Mean,index_y,OBJECTID,NAME10,GEOID10,COUNTY,COUNTYFP10,POP10,MEAN_2011_2017
422,Sherman,,,,,,,0,,0,0,2014,0,0,416,151,Sherman,2300367790,Aroostook,3,848,0
423,Shirley,,,,,,,,,0,0,2016,0,0,417,438,Shirley,2302168140,Piscataquis,21,233,0
424,Sidney,148.3,192.7,237.6,118,70.8,307.8,47,141.6,185.6,347.9,2017,347.9,179.73,418,504,Sidney,2301168385,Kennebec,11,4208,174.1
425,Skowhegan,23.3,23.2,11.6,23.5,11.8,129.9,59.6,60.1,84.7,108.9,2013,129.9,53.66,419,334,Skowhegan,2302568910,Somerset,25,8589,68.35714286
426,Smithfield,0,0,0,0,0,,0,,0,588.8,2017,588.8,73.6,420,335,Smithfield,2302569155,Somerset,25,1033,117.76
427,Smyrna,,,,,,,0,,0,0,2014,0,0,421,152,Smyrna,2300369260,Aroostook,3,442,0
428,Solon,,0,0,0,,0,0,,0,0,2009,0,0,422,336,Solon,2302569505,Somerset,25,1053,0
429,Somerville,0,0,,0,,,,0,,0,2008,0,0,423,239,Somerville,2301569645,Lincoln,15,548,0
430,Sorrento,0,0,0,0,0,,0,0,,0,2008,0,0,424,214,Sorrento,2300969750,Hancock,9,274,0
431,South Aroostook,,,,,,,0,,0,0,2014,0,0,425,153,South Aroostook,2300369930,Aroostook,3,386,0
432,South Berwick,237.8,295,166.2,232.7,164,136.1,189.9,188.3,106.5,79.9,2009,295,179.64,426,277,South Berwick,2303170030,York,31,7220,156.7714286
433,South Bristol,,,0,0,,,,,,,2010,0,0,427,240,South Bristol,2301570240,Lincoln,15,892,0
434,South Franklin,0,0,0,0,0,0,0,0,0,0,2008,0,0,428,343,South Franklin,2300770760,Franklin,7,69,0
435,South Oxford,0,0,0,0,0,0,0,0,0,0,2008,0,0,429,379,South Oxford,2301771755,Oxford,17,579,0
436,South Portland,41.1,40.2,12,35.9,43.3,50.6,23.5,45.2,34.2,53.3,2017,53.3,37.93,430,528,South Portland,2300571990,Cumberland,5,25002,40.85714286
437,South Thomaston,,391.1,577.7,824.9,574.3,386.3,,,506.6,633.3,2011,824.9,556.3142857,431,469,South Thomaston,2301372585,Knox,13,1558,585.08
348,Southeast Piscataquis,,,,,,,,,0,0,2016,0,0,432,439,Southeast Piscataquis,2302170655,Piscataquis,21,253,0
438,Southport,0,0,0,0,,0,,,0,0,2008,0,0,433,241,Southport,2301571955,Lincoln,15,606,0
439,Southwest Harbor,0,0,,,,,,,,398.6,2017,398.6,132.8666667,434,215,Southwest Harbor,2300972865,Hancock,9,1764,398.6
440,Springfield,0,,0,0,0,0,0,0,0,0,2008,0,0,435,209,Springfield,2301973250,Penobscot,19,409,0
441,Square Lake,,,,,,,0,,0,0,2014,0,0,436,154,Square Lake,2300373472,Aroostook,3,594,0
405,St. Agatha,,,,,,,0,,0,0,2014,0,0,437,148,St. Agatha,2300364780,Aroostook,3,747,0
406,St. Albans,0,0,0,49.5,50,0,49.9,99.5,0,149.6,2017,149.6,39.85,438,332,St. Albans,2302564850,Somerset,25,2005,56.92857143
407,St. Francis,,,,,,,0,,0,,2014,0,0,439,149,St. Francis,2300365025,Aroostook,3,485,0
408,St. George,336.3,460.5,154.4,496,540.7,503.9,193.5,728.5,346.3,538.7,2015,728.5,429.88,440,468,St. George,2301365130,Knox,13,2591,478.2285714
409,St. John,,,,,,,0,,0,0,2014,0,0,441,150,St. John,2300365200,Aroostook,3,267,0
442,Stacyville,0,,0,0,0,0,0,0,0,,2008,0,0,442,210,Stacyville,2301973600,Penobscot,19,396,0
443,Standish,132.3,110.8,81,181,139.2,257.7,118.8,77.3,105.2,67,2013,257.7,127.03,443,529,Standish,2300573670,Cumberland,5,9874,135.1714286
444,Starks,0,0,0,0,0,0,,,0,,2008,0,0,444,337,Starks,2302573845,Somerset,25,640,0
445,Stetson,0,,0,0,0,0,,,,,2008,0,0,445,211,Stetson,2301974055,Penobscot,19,1202,0
446,Steuben,,,,,,0,0,,,,2013,0,0,446,109,Steuben,2302974125,Washington,29,1131,0
447,Stockholm,,,,,,,0,,0,0,2014,0,0,447,155,Stockholm,2300374405,Aroostook,3,253,0
448,Stockton Springs,,0,,,,378.1,,,,436.7,2017,436.7,271.6,448,250,Stockton Springs,2302774475,Waldo,27,1591,407.4
449,Stoneham,0,0,0,0,0,0,0,0,0,0,2008,0,0,449,380,Stoneham,2301774510,Oxford,17,236,0
450,Stonington,0,0,0,,,,,,,759,2017,759,189.75,450,216,Stonington,2300974580,Hancock,9,1043,759
451,Stow,0,0,0,,0,0,0,0,0,,2008,0,0,451,381,Stow,2301774685,Oxford,17,385,0
452,Strong,0,,,0,,0,0,0,,0,2008,0,0,452,344,Strong,2300774825,Franklin,7,1213,0
453,Sullivan,0,,0,0,0,0,0,,,0,2008,0,0,453,217,Sullivan,2300974965,Hancock,9,1236,0
454,Sumner,0,0,0,0,0,,,0,,,2008,0,0,454,382,Sumner,2301775035,Oxford,17,939,0
455,Surry,0,,,0,0,,,,,,2008,0,0,455,218,Surry,2300975280,Hancock,9,1466,0
456,Swans Island,0,0,,,0,,,,,,2008,0,0,456,219,Swans Island,2300975455,Hancock,9,332,0
457,Swanville,,,,,0,,,0,,,2012,0,0,457,251,Swanville,2302775525,Waldo,27,1388,0
458,Sweden,0,0,0,,,0,0,0,0,0,2008,0,0,458,383,Sweden,2301775595,Oxford,17,391,0
459,T3 R1 NBPP,,,,,,,,,,,,,,,,,,,,,0
461,Talmadge,,0,,0,0,0,0,0,0,0,2009,0,0,459,110,Talmadge,2302975770,Washington,29,64,0
462,Temple,0,0,,0,0,0,0,0,0,0,2008,0,0,460,345,Temple,2300775980,Franklin,7,528,0
463,The Forks,,,,,,,,,,,,,,461,350,The Forks,2302576190,Somerset,25,37,0
464,Thomaston,91.1,168,143.8,216.2,143.6,179.7,250.8,361.4,252,288,2015,361.4,209.46,462,470,Thomaston,2301376365,Knox,13,2781,241.6714286
465,Thorndike,0,0,0,0,,,,,,,2008,0,0,463,281,Thorndike,2302776610,Waldo,27,890,0
466,Topsfield,,0,,,0,0,0,0,0,0,2009,0,0,464,111,Topsfield,2302976895,Washington,29,237,0
467,Topsham,10.1,43.6,91.1,80.4,171.5,138,114.5,137,135.3,67.6,2012,171.5,98.91,465,432,Topsham,2302376960,Sagadahoc,23,8784,120.6142857
468,Tremont,0,,,0,0,,,,,,2008,0,0,466,220,Tremont,2300977345,Hancock,9,1563,0
469,Trenton,,0,0,0,,,,461.1,451.9,,2015,461.1,182.6,467,221,Trenton,2300977415,Hancock,9,1481,304.3333333
470,Troy,0,0,0,0,0,,0,,,,2008,0,0,468,282,Troy,2302777625,Waldo,27,1030,0
471,Turner,0,87.5,17.4,,190.3,103.3,,,240.8,172,2016,240.8,115.9,469,462,Turner,2300177800,Androscoggin,1,5734,176.6
472,Union,129,132.2,88.5,486.7,442.5,311.4,221.8,220.5,608.7,434.8,2016,608.7,307.61,471,471,Union,2301378115,Knox,13,2259,389.4857143
474,Unity,,,,,,,,,,,,,,472,283,Unity,2302778255,Waldo,27,2099,0
474,Unity,,,,,,,,,,,,,,473,505,Unity,2301178190,Kennebec,11,43,0
473,Unity,0,48.5,0,47.3,47.3,283.3,47,184.9,138.8,370,2017,370,116.71,472,283,Unity,2302778255,Waldo,27,2099,159.8
473,Unity,0,48.5,0,47.3,47.3,283.3,47,184.9,138.8,370,2017,370,116.71,473,505,Unity,2301178190,Kennebec,11,43,159.8
475,Upton,0,0,0,0,0,0,0,0,0,0,2008,0,0,474,384,Upton,2301778465,Oxford,17,113,0
476,Van Buren,,,,,,,0,,0,0,2014,0,0,475,35,Van Buren,2300378570,Aroostook,3,2171,0
477,Vanceboro,,0,,0,0,0,0,0,0,0,2009,0,0,476,112,Vanceboro,2302978675,Washington,29,140,0
478,Vassalboro,178.9,136.1,161.3,230.2,206,321.7,160.8,207.9,250,431.8,2017,431.8,228.47,477,506,Vassalboro,2301178745,Kennebec,11,4340,258.3428571
479,Veazie,0,,0,0,,0,,0,,,2008,0,0,478,213,Veazie,2301978780,Penobscot,19,1919,0
480,Verona Island,0,0,,0,0,,,,0,,2008,0,0,479,226,Verona Island,2300978925,Hancock,9,544,0
481,Vienna,0,0,,0,0,0,0,,0,,2008,0,0,480,507,Vienna,2301179025,Kennebec,11,570,0
482,Vinalhaven,0,0,,,0,,,,,1269,2017,1269,317.25,481,472,Vinalhaven,2301379130,Knox,13,1165,634.5
483,Wade,,,,,,,0,,0,0,2014,0,0,482,36,Wade,2300379270,Aroostook,3,283,0
484,Waite,,0,,0,0,0,0,0,0,0,2009,0,0,483,113,Waite,2302979375,Washington,29,101,0
485,Waldo,,0,,0,,0,0,0,,,2009,0,0,484,284,Waldo,2302779480,Waldo,27,762,0
486,Waldoboro,39.3,176.8,137.9,137.6,156.4,138.4,237,312.1,241.1,281.2,2015,312.1,185.78,485,242,Waldoboro,2301579550,Lincoln,15,5075,214.8285714
487,Wales,0,,0,,,,,,,,2008,0,0,486,475,Wales,2300179585,Androscoggin,1,1616,0
488,Wallagrass,,,,,,,0,,0,0,2014,0,0,487,37,Wallagrass,2300379865,Aroostook,3,546,0
489,Waltham,0,0,0,0,0,0,,0,0,0,2008,0,0,488,227,Waltham,2300980040,Hancock,9,353,0
490,Warren,84,211.9,189.4,188.3,209.8,189.2,413.1,234.2,208.9,334.3,2014,413.1,226.31,489,473,Warren,2301380215,Knox,13,4751,253.9714286
491,Washburn,,,,,,,0,,0,0,2014,0,0,490,38,Washburn,2300380285,Aroostook,3,1687,0
492,Washington,,,,,,,524.6,,,456.9,2014,524.6,490.75,491,474,Washington,2301380425,Knox,13,1527,490.75
493,Waterboro,39.6,78.2,39,140.5,101.3,114.7,101.3,50.4,134.1,97.6,2011,140.5,89.67,492,278,Waterboro,2303180530,York,31,7693,105.7
494,Waterford,0,0,0,0,,,,,0,,2008,0,0,493,385,Waterford,2301780635,Oxford,17,1553,0
495,Waterville,25.4,0,44.5,38.5,38.2,32.2,51.2,19.6,52.2,104.4,2017,104.4,40.62,494,508,Waterville,2301180740,Kennebec,11,15722,48.04285714
496,Wayne,,,,,,,,,,524.9,2017,524.9,524.9,495,509,Wayne,2301180880,Kennebec,11,1189,524.9
497,Webster,0,,0,0,0,0,0,0,0,0,2008,0,0,496,222,Webster,2301981055,Penobscot,19,85,0
498,Weld,0,,0,0,0,0,0,0,0,,2008,0,0,497,346,Weld,2300781300,Franklin,7,419,0
499,Wellington,,,,,,,,,0,0,2016,0,0,498,440,Wellington,2302181405,Piscataquis,21,260,0
500,Wells,256.6,146.5,73,146.6,114.1,114.9,185.3,104,123.6,82.4,2008,256.6,134.7,499,279,Wells,2303181475,York,31,9589,124.4142857
501,Wesley,,0,,0,0,0,0,0,0,0,2009,0,0,500,114,Wesley,2302981685,Washington,29,98,0
502,West Bath,,,0,0,,0,321.9,,,,2014,321.9,80.475,501,433,West Bath,2302381930,Sagadahoc,23,1877,107.3
503,West Central Franklin,,,,,,,,,,,,,,502,347,West Central Franklin,2300782235,Franklin,7,0,0
504,West Forks,,0,0,0,0,0,0,0,0,0,2009,0,0,503,351,West Forks,2302582840,Somerset,25,60,0
505,West Gardiner,264.3,149.6,57.6,114.7,143.7,173.2,86.7,114.3,56.8,312.4,2017,312.4,147.33,504,510,West Gardiner,2301182945,Kennebec,11,3474,143.1142857
506,West Paris,0,0,0,,0,0,,0,,0,2008,0,0,505,386,West Paris,2301783890,Oxford,17,1812,0
507,Westbrook,36.8,87.7,34.3,57.2,34.2,107.4,50.4,38.7,43.9,109.8,2017,109.8,60.04,506,530,Westbrook,2300582105,Cumberland,5,17494,63.08571429
508,Westfield,,,,,,,0,,0,,2014,0,0,507,39,Westfield,2300382770,Aroostook,3,549,0
509,Westmanland,,,,,,,0,,0,0,2014,0,0,508,40,Westmanland,2300383540,Aroostook,3,62,0
510,Weston,,,,,,,0,,0,0,2014,0,0,509,41,Weston,2300383785,Aroostook,3,228,0
511,Westport Island,0,,0,,0,,,,,,2008,0,0,510,243,Westport Island,2301584140,Lincoln,15,718,0
512,Whitefield,220.6,262,87,346,260.3,303.2,174.2,260.4,299.7,342.5,2011,346,255.59,511,244,Whitefield,2301585010,Lincoln,15,2300,283.7571429
513,Whiting,,0,,0,0,0,0,0,,,2009,0,0,512,115,Whiting,2302985185,Washington,29,487,0
387,Whitney,,,,,,,,,,,,,,513,223,Whitney,2301985230,Penobscot,19,5,0
514,Whitneyville,,0,,0,0,0,0,0,0,0,2009,0,0,514,121,Whitneyville,2302985290,Washington,29,220,0
515,Willimantic,,,,,,,,,0,0,2016,0,0,515,441,Willimantic,2302185710,Piscataquis,21,150,0
516,Wilton,0,96.9,24.3,0,,0,,25,0,49.8,2009,96.9,24.5,516,348,Wilton,2300785850,Franklin,7,4116,14.96
517,Windham,100.9,164.1,70.6,145.6,145.1,195.4,193.6,150.6,204.2,165.6,2016,204.2,153.57,517,531,Windham,2300586025,Cumberland,5,17001,171.4428571
518,Windsor,255.3,160.9,233,154.9,308.4,192.5,192.2,155.2,231,77,2012,308.4,196.04,518,511,Windsor,2301186165,Kennebec,11,2575,187.3142857
519,Winn,0,,0,0,0,0,0,0,0,0,2008,0,0,519,224,Winn,2301986305,Penobscot,19,407,0
520,Winslow,51.4,76.8,12.8,64.2,90.4,91,78.3,118.5,79,118.5,2015,118.5,78.09,520,512,Winslow,2301186515,Kennebec,11,7794,91.41428571
521,Winter Harbor,0,0,0,0,0,0,0,0,,0,2008,0,0,521,228,Winter Harbor,2300986655,Hancock,9,516,0
522,Winterport,0,0,79.9,0,26.6,0,79.3,99.5,0,129.8,2017,129.8,41.51,522,285,Winterport,2302786760,Waldo,27,3757,47.88571429
523,Winterville,,,,,,,0,,0,,2014,0,0,523,42,Winterville,2300386865,Aroostook,3,224,0
524,Winthrop,142.4,211.1,98.5,133.2,116.7,318,202.3,206.8,369.9,269,2016,369.9,206.79,524,513,Winthrop,2301186970,Kennebec,11,6092,230.8428571
525,Wiscasset,133.3,133.5,53.6,53.8,108,26.8,53.9,134.8,264.5,79.3,2016,264.5,104.15,525,245,Wiscasset,2301587075,Lincoln,15,3732,103.0142857
526,Woodland,,,,,,,0,,0,0,2014,0,0,526,43,Woodland,2300387215,Aroostook,3,1213,0
527,Woodstock,0,,0,0,0,,0,0,0,,2008,0,0,527,387,Woodstock,2301787355,Oxford,17,1277,0
528,Woodville,0,,0,0,0,0,0,0,0,0,2008,0,0,528,225,Woodville,2301987390,Penobscot,19,248,0
529,Woolwich,202.2,133.2,97.7,163.1,,,228.5,,391,260.7,2016,391,210.9142857,529,434,Woolwich,2302387460,Sagadahoc,23,3072,260.825
530,Wyman,0,0,0,0,0,0,0,0,0,0,2008,0,0,530,349,Wyman,2300787680,Franklin,7,88,0
531,Yarmouth,87.1,157.1,47.9,84.5,144.2,154.9,142.3,96.5,177.7,130.3,2016,177.7,122.25,531,532,Yarmouth,2300587845,Cumberland,5,8349,132.9142857
532,York,295.7,368,151.6,142.8,150.8,118.7,206.2,119.7,103.2,103.2,2009,368,175.99,532,280,York,2303187985,York,31,12529,134.9428571
