OBJECTID,GEOID10,STATEFP10,COUNTY,COUNTYFP10,COUSUBFP10,COUSUBNS10,POP10,NAME10,NAMELSAD10,LSAD10,CLASSFP10,MTFCC10,CNECTAFP10,NECTAFP10,NCTADVFP10,ALAND10,AWATER10,SQM,POPDEN10,ACRES,GlobalID,SHAPEarea,SHAPElen
466,2301363590,23,Knox,013,63590,00582698,7297,Rockland,Rockland city,25,C5,G4040,,77500,,33258651,5774310,15,486.466666669999995,9638,{4384EB55-28B1-4113-AC1F-3F531EF6D889},39001853.438908822834492,32280.352478497374250
467,2301363660,23,Knox,013,63660,00582699,3330,Rockport,Rockport town,43,T1,G4040,,77500,,56043634,30306802,33,100.909090910000003,21321,{B2008833-C5A2-48F9-A4FB-60BDDC95E481},86281540.524836719036102,41498.328140545338101
468,2301365130,23,Knox,013,65130,00582709,2591,St. George,St. George town,43,T1,G4040,,,,64789884,238875581,117,22.145299150000000,74978,{19BCF224-5890-4122-A659-091EDFADD1AD},303425180.973318517208099,81633.747976213300717
409,2302101920,23,Piscataquis,021,01920,00582332,326,Atkinson,Atkinson town,43,T1,G4040,,,,100468808,676381,39,8.358974359999999,24973,{AD8391DC-D236-45BB-B69D-639D76F90FDC},101064365.574215739965439,44783.176534156184061
410,2302103740,23,Piscataquis,021,03740,00582345,122,Beaver Cove,Beaver Cove town,43,T1,G4040,,,,82494683,2237658,33,3.696969700000000,20922,{D0283E1D-A785-436E-82A8-84E806EEDEEA},84667487.649350374937057,75261.937413270497927
411,2302105560,23,Piscataquis,021,05560,02378258,98,Blanchard,Blanchard UT,46,Z3,G4040,,,,114646339,2280531,45,2.177777780000000,28872,{1E683966-D682-4986-AE7D-85145D62AE3B},116840364.674409598112106,43516.925080220331438
412,2302106400,23,Piscataquis,021,06400,00582362,116,Bowerbank,Bowerbank town,43,T1,G4040,,,,108514652,14171781,47,2.468085110000000,30292,{18D2D551-CE2E-4A79-8645-06DDD499F847},122589530.742575198411942,56099.439292459705030
413,2302108325,23,Piscataquis,021,08325,00582374,1250,Brownville,Brownville town,43,T1,G4040,,,,114024197,1513892,45,27.777777780000001,28527,{0BFFB9DB-51B1-4B51-B2AE-9D5D4338D2BC},115445698.262597873806953,43491.189692293599364
414,2302118195,23,Piscataquis,021,18195,00582445,4213,Dover-Foxcroft,Dover-Foxcroft town,43,T1,G4040,,,,175616887,8733033,71,59.338028170000001,45518,{4203A659-C6E9-4C4F-86F5-99B4F85B91F3},184203699.540576636791229,64689.409566165864817
415,2302129535,23,Piscataquis,021,29535,00582502,1646,Greenville,Greenville town,43,T1,G4040,,,,109637547,9852256,46,35.782608699999997,29504,{9B8D42A2-013E-4372-B32B-6E532DCBE572},119399633.491488799452782,52678.003170447460434
416,2302130095,23,Piscataquis,021,30095,00582504,1521,Guilford,Guilford town,43,T1,G4040,,,,90326161,2147489,36,42.250000000000000,22833,{EEC276BA-697D-47AC-AE9B-051546FB60C5},92401435.630981177091599,39834.914207261404954
417,2302137095,23,Piscataquis,021,37095,00582543,28,Kingsbury,Kingsbury plantation,39,T1,G4040,,,,114265769,1773933,45,0.622222220000000,28653,{08339278-8B84-4A62-AE33-538D0E2FB772},115953280.256174325942993,43076.473534769487742
418,2302137970,23,Piscataquis,021,37970,00582547,89,Lake View,Lake View plantation,39,T1,G4040,,,,105337643,31438283,53,1.679245280000000,33771,{1D7AC870-AC18-46F9-A777-5DB6D2D8F551},136666844.782366037368774,47000.871548897179309
419,2302144830,23,Piscataquis,021,44830,00582589,254,Medford,Medford town,43,T1,G4040,,,,109588331,2203792,43,5.906976740000000,27602,{B2267E4C-6A33-4CCE-82AA-F765E76B8702},111703087.884489923715591,42186.961005712582846
420,2302146020,23,Piscataquis,021,46020,00582597,2340,Milo,Milo town,43,T1,G4040,,,,85416410,2536167,34,68.823529410000006,21716,{7B21D103-21A3-4762-BDA7-33F984C3902C},87882243.465507119894028,37505.473590212408453
421,2302146580,23,Piscataquis,021,46580,00582603,686,Monson,Monson town,43,T1,G4040,,,,121168973,6004889,49,14.000000000000000,31401,{DD85D888-4BE0-4645-9239-3E2B5AD4EFEC},127077045.943298399448395,45312.350529978779377
422,2302151105,23,Piscataquis,021,51105,00582629,273,Northeast Piscataquis,Northeast Piscataquis UT,46,Z3,G4040,,,,4423402020,289829107,1818,0.150165020000000,1163735,{250576F0-D82D-4582-8EFB-5286879AED15},4709486351.925656318664551,486064.924721694376785
423,2302153628,23,Piscataquis,021,53628,00582640,147,Northwest Piscataquis,Northwest Piscataquis UT,46,Z3,G4040,,,,3555144745,674116622,1632,0.090073530000000,1044320,{53A5F24D-5B52-427B-B889-AC6B94942660},4226230489.221214294433594,476686.022940706752706
424,2302301570,23,Sagadahoc,023,01570,00582329,427,Arrowsic,Arrowsic town,43,T1,G4040,,72250,,20062682,7882674,11,38.818181820000000,6901,{D7A7EB17-8764-4D97-BE06-7AFEE8A05893},27925740.980484880506992,30466.768686143357627
425,2302303355,23,Sagadahoc,023,03355,00582343,8514,Bath,Bath city,25,C5,G4040,,72250,,23562529,10671533,13,654.923076919999971,8454,{28C916F4-1645-439C-B163-C9120EA219F9},34210450.330984480679035,34651.075831953850866
426,2302306260,23,Sagadahoc,023,06260,00582360,3061,Bowdoin,Bowdoin town,43,T1,G4040,,72250,,112547546,305443,44,69.568181820000007,27868,{879FA026-247A-4F33-830E-9FA7CEA111AC},112779479.181333199143410,46943.520292060296924
427,2302306365,23,Sagadahoc,023,06365,00582361,2889,Bowdoinham,Bowdoinham town,43,T1,G4040,,72250,,89101269,12435148,39,74.076923080000000,25073,{6217DD27-AA58-409E-BA69-35B0FA0AFFBA},101467341.199747696518898,43370.435556942298717
428,2302327295,23,Sagadahoc,023,27295,00582489,1042,Georgetown,Georgetown town,43,T1,G4040,,72250,,48130048,119086247,65,16.030769230000001,41290,{7BF6BACD-6E79-4CFB-923B-1A35420D50C7},167096938.387458711862564,66767.857088663513423
429,2302358070,23,Sagadahoc,023,58070,00582671,0,Perkins,Perkins UT,46,Z3,G4040,,72250,,5772204,3907716,4,0.000000000000000,2390,{E68DA9C5-E8EC-4042-9DE1-B520D44562CC},9673153.390888379886746,16410.427673979997053
430,2302358515,23,Sagadahoc,023,58515,00582675,2216,Phippsburg,Phippsburg town,43,T1,G4040,,72250,,74026850,110387606,71,31.211267610000000,45538,{43BDC6E7-2AEC-4730-A673-4945CFFAEA1D},184287172.971160173416138,66283.170659688155865
431,2302362645,23,Sagadahoc,023,62645,00582695,3411,Richmond,Richmond town,43,T1,G4040,,72250,,78761453,2988503,32,106.593750000000000,20187,{F110FCE6-B3E9-4B30-8A6B-86471D884E5D},81693427.616016596555710,35411.007121746733901
432,2302376960,23,Sagadahoc,023,76960,00582766,8784,Topsham,Topsham town,43,T1,G4040,,72250,,83393126,8790297,36,244.000000000000000,22764,{8C642082-6B1B-4FF2-BEE7-666A70594E3E},92123132.478120878338814,46771.969728136704362
486,2301130550,23,Kennebec,011,30550,00582505,2381,Hallowell,Hallowell city,25,C5,G4040,710,70600,,15222106,554970,6,396.833333330000016,3896,{49E2E1D8-648D-42D4-B988-D10A81616732},15766090.150916440412402,22212.281477816730330
487,2301140175,23,Kennebec,011,40175,00582564,3624,Litchfield,Litchfield town,43,T1,G4040,710,70600,,96963161,5746687,40,90.599999999999994,25363,{4D470BD6-FA17-4186-B837-A86AF526290C},102641967.009726196527481,50832.127865869966627
488,2301143080,23,Kennebec,011,43080,00582578,2580,Manchester,Manchester town,43,T1,G4040,710,70600,,55391686,3171657,23,112.173913040000002,14461,{DF4DFE9C-09AF-4C7E-A805-E955F985D1E3},58523282.227829828858376,44828.890186548196652
489,2301146405,23,Kennebec,011,46405,00582601,4104,Monmouth,Monmouth town,43,T1,G4040,,,,88149000,12973373,39,105.230769230000007,24972,{DDC853D5-4E87-4F61-8EEC-4362FE74F0CE},101057781.810607045888901,43258.561676956043812
490,2301147770,23,Kennebec,011,47770,00582612,1640,Mount Vernon,Mount Vernon town,43,T1,G4040,710,70600,,98167646,14299295,43,38.139534879999999,27773,{472A6E4C-07EC-4884-984A-2377B4FCC77D},112393211.109194695949554,61824.553855193640629
491,2301154560,23,Kennebec,011,54560,00582645,6240,Oakland,Oakland town,43,T1,G4040,710,78850,,66480401,6473910,28,222.857142860000010,18014,{6C589005-54D0-41A6-B44D-625971BEB050},72902045.985461011528969,37991.959441405699181
492,2301159110,23,Kennebec,011,59110,00582677,2666,Pittston,Pittston town,43,T1,G4040,710,70600,,83309828,3287212,33,80.787878789999994,21383,{04C38BC9-C9AB-40EB-A8AC-BBE0E28203AA},86534624.547625526785851,39925.851124733831966
504,2301168385,23,Kennebec,011,68385,00582725,4208,Sidney,Sidney town,43,T1,G4040,710,70600,,109418587,8445458,45,93.511111110000002,29104,{1775FAA0-0BDE-46C1-9C01-D7555F568258},117780185.468980327248573,44814.542477908602450
505,2301178190,23,Kennebec,011,78190,02378266,43,Unity,Unity UT,46,Z3,G4040,710,78850,,26967006,51216,10,4.300000000000000,6671,{3A7D4272-524A-4B38-BB28-26AF6076F4AA},26997375.092025518417358,24031.089787931097817
506,2301178745,23,Kennebec,011,78745,00582778,4340,Vassalboro,Vassalboro town,43,T1,G4040,710,70600,,114649286,9171136,48,90.416666669999998,30574,{377AA40A-A448-4066-8FE4-4CE895AB4685},123729511.535578966140747,48858.249025838216767
507,2301179025,23,Kennebec,011,79025,00582781,570,Vienna,Vienna town,43,T1,G4040,,,,62929754,3122513,25,22.800000000000001,16311,{1B50E062-4094-4C5D-AC37-252367B069F7},66009759.556676879525185,41131.894124397862470
508,2301180740,23,Kennebec,011,80740,00582795,15722,Waterville,Waterville city,25,C5,G4040,710,78850,,35175637,1221750,14,1123.000000000000000,8987,{CEFC737B-0B83-4EDD-9A58-0B7E0AD843D5},36370759.510270722210407,30190.248924083251040
509,2301180880,23,Kennebec,011,80880,00582796,1189,Wayne,Wayne town,43,T1,G4040,710,70600,,49879744,16504171,26,45.730769230000000,16394,{AE657F00-F77A-4212-8BCE-7442D7F5916A},66342587.565628878772259,38586.099794182227924
510,2301182945,23,Kennebec,011,82945,00582806,3474,West Gardiner,West Gardiner town,43,T1,G4040,710,70600,,63799746,6315889,27,128.666666670000012,17314,{9BF8373A-666C-4F5B-8540-4B57CBAB18B9},70067933.145755842328072,42465.328673038915440
511,2301186165,23,Kennebec,011,86165,00582818,2575,Windsor,Windsor town,43,T1,G4040,710,70600,,89742067,2261885,35,73.571428569999995,22718,{67EE38D1-133A-4E67-AE10-E8D24DE1992C},91935196.840429365634918,37971.121098675808753
512,2301186515,23,Kennebec,011,86515,00582820,7794,Winslow,Winslow town,43,T1,G4040,710,78850,,95356786,4798802,39,199.846153850000007,24730,{363910CA-6E09-4365-9C9F-84DFA95FD4E6},100080677.446097761392593,42209.175482146180002
513,2301186970,23,Kennebec,011,86970,00582824,6092,Winthrop,Winthrop town,43,T1,G4040,710,70600,,80860331,17292558,38,160.315789469999999,24238,{D691A330-6E01-4FF0-BBB1-7C28F8598ED6},98088593.384794622659683,42972.580472597401240
514,2300527025,23,Cumberland,005,27025,02378261,5,Frye Island,Frye Island town,43,T1,G4040,775,76750,,3456639,659711,2,2.500000000000000,1017,{8136DF34-2C3B-40E8-B826-8A7A2DEF1222},4114577.869026219937950,10484.815347674100849
515,2300528240,23,Cumberland,005,28240,00582493,16381,Gorham,Gorham town,43,T1,G4040,775,76750,,131094666,1725384,51,321.196078430000000,32805,{37B3DFE4-4AD6-40B7-9DC1-82D39273CB05},132758922.709733203053474,59228.980595786008053
516,2300528870,23,Cumberland,005,28870,00582497,7761,Gray,Gray town,43,T1,G4040,775,76750,,112074151,7048385,46,168.717391300000003,29421,{E29CD7AA-B74F-4E30-817E-C657D6A9BE2A},119061714.200990244746208,43769.297824566499912
517,2300531390,23,Cumberland,005,31390,00582511,4740,Harpswell,Harpswell town,43,T1,G4040,,72250,,62636547,268087677,128,37.031250000000000,81670,{427B3A90-CA87-471D-BB79-857F89EEF9BB},330507629.758657276630402,79972.088541848133900
518,2300531600,23,Cumberland,005,31600,00582513,2730,Harrison,Harrison town,43,T1,G4040,,,,85951852,9363810,37,73.783783779999993,23544,{E42B0289-454B-4942-BBF1-E7CB45DF666A},95279852.856738954782486,50395.287803350860486
519,2300541067,23,Cumberland,005,41067,01729676,230,Long Island,Long Island town,43,T1,G4040,775,76750,,3684778,83147109,34,6.764705880000000,21444,{48A76C61-846F-4B20-8510-3741D58B78FF},86779653.516394883394241,49218.535285519901663
520,2300548085,23,Cumberland,005,48085,00582613,3872,Naples,Naples town,43,T1,G4040,775,76750,,82417933,14052069,37,104.648648649999998,23829,{0F1AF5C8-F878-4871-BFA5-32BF09858E40},96432623.514227062463760,56797.400378196129168
493,2301161700,23,Kennebec,011,61700,00582689,1772,Randolph,Randolph town,43,T1,G4040,710,70600,,5516107,262892,2,886.000000000000000,1427,{568E7FC4-6923-4917-ACEF-EE0EF20F7DB8},5774885.443049860186875,11003.618742996144647
494,2300502655,23,Cumberland,005,02655,00582338,1525,Baldwin,Baldwin town,43,T1,G4040,775,76750,,91485595,2659913,36,42.361111110000003,23256,{83BF888C-04AB-4A0D-8CB3-30C0B53C1A48},94114457.738691836595535,53194.944504439736193
495,2300507170,23,Cumberland,005,07170,00582368,5210,Bridgton,Bridgton town,43,T1,G4040,,,,147086868,19293746,64,81.406250000000000,41100,{6207F6D1-3F45-462F-921C-5D757EEB4D2D},166326748.123157441616058,68210.568363961792784
496,2300508430,23,Cumberland,005,08430,00582375,20278,Brunswick,Brunswick town,43,T1,G4040,,72250,,121022203,19695964,54,375.518518519999986,34750,{196D3E71-90FA-4914-BA7C-D33D0A8B43C6},140627028.180537045001984,71943.159075255651260
497,2300510180,23,Cumberland,005,10180,00582387,9015,Cape Elizabeth,Cape Elizabeth town,43,T1,G4040,775,76750,,38062799,80871802,46,195.978260870000014,29373,{CBFC95CD-2FEB-4615-B393-A9E4C426C761},118867066.409334257245064,49297.071472975083452
498,2300511125,23,Cumberland,005,11125,00582395,3742,Casco,Casco town,43,T1,G4040,775,76750,,80917857,17525509,38,98.473684210000002,24315,{4217AC34-BCD5-44CB-9E13-55BFB35A654E},98400651.634755685925484,56432.671282391616842
499,2300515430,23,Cumberland,005,15430,00582427,7211,Cumberland,Cumberland town,43,T1,G4040,775,76750,,59249452,8728291,26,277.346153850000007,16788,{66C5D64A-6D76-42B4-BD70-B76F4122160B},67940259.737868726253510,50215.973735033301637
500,2300524495,23,Cumberland,005,24495,00582472,11185,Falmouth,Falmouth town,43,T1,G4040,775,76750,,76084043,18035736,36,310.694444439999984,23245,{6FC7D612-E401-4882-A74B-F55A98B4FE49},94068813.852642953395844,51025.638413770131592
501,2300526525,23,Cumberland,005,26525,00582481,7879,Freeport,Freeport town,43,T1,G4040,775,76750,,89883376,30472003,46,171.282608699999997,29722,{B5B66C48-EB33-4E56-ABE0-BD39BCC5AAEA},120282030.762547835707664,51305.386336951924022
502,2301162190,23,Kennebec,011,62190,00582693,2598,Readfield,Readfield town,43,T1,G4040,710,70600,,75534608,4644338,31,83.806451609999996,19800,{34F3FC26-312C-4019-9379-8D170CD1A47F},80126104.704224467277527,38881.643749563540041
503,2301163835,23,Kennebec,011,63835,00582700,1010,Rome,Rome town,43,T1,G4040,710,70600,,65807426,16347218,32,31.562500000000000,20287,{144300F3-0E62-4E42-B221-F142B6B77F52},82098984.129682585597038,47691.968131933906989
469,2301372585,23,Knox,013,72585,00582739,1558,South Thomaston,South Thomaston town,43,T1,G4040,,77500,,29633778,16905604,18,86.555555560000002,11491,{DE5FDB3A-CD8D-428B-B463-F0CF73290793},46502296.317428693175316,34319.615607160107174
470,2301376365,23,Knox,013,76365,00582763,2781,Thomaston,Thomaston town,43,T1,G4040,,77500,,28326258,1392261,11,252.818181820000007,7338,{2D8194FE-988E-44D8-83D2-0EE0EA4871CC},29694895.529628161340952,27665.999067224009195
471,2301378115,23,Knox,013,78115,00582772,2259,Union,Union town,43,T1,G4040,,,,83272286,6051563,34,66.441176470000002,22055,{3F6E4378-A14A-4E10-A399-5BF7725EFDF4},89253594.672277495265007,54071.717669094381563
472,2301379130,23,Knox,013,79130,00582782,1165,Vinalhaven,Vinalhaven town,43,T1,G4040,,,,60755611,376137280,169,6.893491120000000,107872,{5DD0507F-8A86-48B0-8B44-095058B5290B},436546234.799706101417542,112083.911827683448792
473,2301380215,23,Knox,013,80215,00582790,4751,Warren,Warren town,43,T1,G4040,,77500,,120361160,5899848,49,96.959183670000002,31175,{2BD220CC-9A24-4C9E-A68F-86D82899C571},126161245.102508798241615,49976.993791731765668
474,2301380425,23,Knox,013,80425,00582792,1527,Washington,Washington town,43,T1,G4040,,,,98521631,2991782,39,39.153846150000000,25065,{4D146784-F3A8-41F9-9178-6EA452E3CA75},101434668.375975355505943,50871.431841378653189
475,2300179585,23,Androscoggin,001,79585,00582787,1616,Wales,Wales town,43,T1,G4040,,74650,,41315737,2268114,17,95.058823529999998,10763,{D434451D-7C34-4BAA-8980-BB22E9928E4E},43556605.844835378229618,31941.815778582913481
476,2301100590,23,Kennebec,011,00590,00582317,2041,Albion,Albion town,43,T1,G4040,710,78850,,100560698,1637669,39,52.333333330000002,25234,{158F4AE9-035F-4A6C-AFAB-55ABE80F6E2E},102119736.518690407276154,46184.687389259270276
477,2301102100,23,Kennebec,011,02100,00582334,19136,Augusta,Augusta city,25,C5,G4040,710,70600,,142796157,7516741,58,329.931034479999994,37116,{CDC575B6-D5A3-404F-8B6F-641D253EF981},150205325.310337454080582,52385.726847109515802
478,2301104020,23,Kennebec,011,04020,00582348,3189,Belgrade,Belgrade town,43,T1,G4040,710,70600,,112002254,38046601,58,54.982758619999998,37052,{F2BF5434-C2DF-4FE0-BA19-8CA66FBB9F07},149945418.184351265430450,64973.730335461092182
479,2301104475,23,Kennebec,011,04475,00582350,2732,Benton,Benton town,43,T1,G4040,710,78850,,73590953,1694712,29,94.206896549999996,18589,{B6A7C271-543A-43B8-96D7-55BAE0E9E270},75228591.055800497531891,39461.268466550856829
480,2301112350,23,Kennebec,011,12350,00582406,2721,Chelsea,Chelsea town,43,T1,G4040,710,70600,,50603729,1141720,20,136.050000000000011,12777,{DCF8450C-8D24-40CA-BF0A-00082312E059},51708267.807210482656956,31679.735042498701659
481,2301112735,23,Kennebec,011,12735,00582410,4328,China,China town,43,T1,G4040,710,70600,,129187886,18072446,57,75.929824560000000,36361,{259A3282-6D71-4113-B1A2-AE20220F5F3E},147149101.949870973825455,51887.567187037020631
482,2301113470,23,Kennebec,011,13470,00582412,3486,Clinton,Clinton town,43,T1,G4040,710,78850,,113631606,2377926,45,77.466666669999995,28645,{41C8CB04-BB35-4BF3-8FD5-FDE5895CB5C4},115921936.856947720050812,47977.094795547862304
483,2301124670,23,Kennebec,011,24670,00582473,2956,Farmingdale,Farmingdale town,43,T1,G4040,710,70600,,29100603,793073,12,246.333333329999988,7382,{5A368E2C-E60B-4C86-908B-52F1ABC8C0EC},29872931.896996561437845,28188.627983077687531
484,2301124950,23,Kennebec,011,24950,00582475,1140,Fayette,Fayette town,43,T1,G4040,,,,75539539,6055184,31,36.774193550000000,20150,{7DD31F0F-D413-47CA-A7A1-6AFCF3C2F651},81544023.931014195084572,43401.004977331926057
485,2301127085,23,Kennebec,011,27085,00582486,5800,Gardiner,Gardiner city,25,C5,G4040,710,70600,,40542574,2370704,17,341.176470590000008,10597,{6748D2C6-A3A5-40B6-AC18-EFF40EC934D4},42883185.132370896637440,30239.028956668324099
521,2300548820,23,Cumberland,005,48820,00582619,5542,New Gloucester,New Gloucester town,43,T1,G4040,775,76750,,122048426,1765881,48,115.458333330000002,30579,{49CBEC9B-3857-4D87-BE8A-338765A3D04F},123748225.391853123903275,50598.175362996611511
522,2300553860,23,Cumberland,005,53860,00582642,3565,North Yarmouth,North Yarmouth town,43,T1,G4040,775,76750,,54965312,501695,21,169.761904759999993,13699,{FFE79830-6714-4F2A-85A1-342FC7C92695},55436120.087227679789066,39003.229824607595219
523,2300560545,23,Cumberland,005,60545,00582683,66194,Portland,Portland city,25,C5,G4040,775,76750,,55186411,124650838,69,959.333333329999959,44413,{A57DEE0B-D322-4EC0-8C59-F8360C8E3133},179732939.204387426376343,117148.598148622535518
524,2300560685,23,Cumberland,005,60685,00582684,1474,Pownal,Pownal town,43,T1,G4040,775,76750,,59204526,38368,23,64.086956520000001,14631,{2A2B25EB-FB7C-42DC-8D2C-B5DC71D0D64B},59208639.240552678704262,33947.271618587939884
525,2300561945,23,Cumberland,005,61945,00582692,4436,Raymond,Raymond town,43,T1,G4040,775,76750,,85945746,29973488,45,98.577777780000005,28631,{B764761E-0A64-4C83-833B-CEBB8336084C},115865651.772129759192467,53265.421777652110904
526,2300566145,23,Cumberland,005,66145,00582714,18919,Scarborough,Scarborough town,43,T1,G4040,775,76750,,123307977,59609338,71,266.464788730000009,45176,{941A7F55-3079-4A5E-A712-E76F8C5BBB40},182823484.185044288635254,73698.520977477586712
527,2300566775,23,Cumberland,005,66775,00582717,1719,Sebago,Sebago town,43,T1,G4040,775,76750,,84833804,41885085,49,35.081632650000003,31301,{1C404C08-2BD0-4DC8-95AF-2C51D61C7343},126672968.905775740742683,63374.117070891414187
528,2300571990,23,Cumberland,005,71990,00582738,25002,South Portland,South Portland city,25,C5,G4040,775,76750,,31041782,5251099,14,1785.857142860000067,8963,{45E457C5-3062-4E9D-80BD-DBAEB0FC164B},36273480.113194003701210,34744.594769131166686
529,2300573670,23,Cumberland,005,73670,00582744,9874,Standish,Standish town,43,T1,G4040,775,76750,,152893471,55829528,81,121.901234570000000,51555,{2131EF94-A730-4CF4-BC60-876156B4C1FA},208637905.803039044141769,79009.061508563143434
530,2300582105,23,Cumberland,005,82105,00582802,17494,Westbrook,Westbrook city,25,C5,G4040,775,76750,,44347314,543689,17,1029.058823529999927,11087,{21FB81D5-BB2E-4589-9EA9-426ACB1F18F6},44868231.682318076491356,34767.166113180217508
531,2300586025,23,Cumberland,005,86025,00582817,17001,Windham,Windham town,43,T1,G4040,775,76750,,120579819,9306649,50,340.019999999999982,32080,{A76DC176-CF6D-4320-8E50-6A35B6A281B1},129823433.342862725257874,58030.113181661829003
532,2300587845,23,Cumberland,005,87845,00582831,8349,Yarmouth,Yarmouth town,43,T1,G4040,775,76750,,34582021,24846646,23,363.000000000000000,14676,{DFB3838F-D5BD-4495-84F0-5537CA56C3BE},59393856.669673398137093,43626.698342851901543
533,2300512300,23,Cumberland,005,12300,02364069,341,Chebeague Island,Chebeague Island town,43,T1,G4040,,,,9218001,54380498,25,13.640000000000001,15706,{CB78107F-CE2D-4FC6-9076-3205A9B83702},63559574.660614401102066,58825.233181040443014
