OBJECTID,GEOID10,STATEFP10,COUNTY,COUNTYFP10,COUSUBFP10,COUSUBNS10,POP10,NAME10,NAMELSAD10,LSAD10,CLASSFP10,MTFCC10,CNECTAFP10,NECTAFP10,NCTADVFP10,ALAND10,AWATER10,SQM,POPDEN10,ACRES,GlobalID,SHAPEarea,SHAPElen
283,2302778255,23,Waldo,027,78255,00582773,2099,Unity,Unity town,43,T1,G4040,,,,102032745,5066953,41,51.195121950000001,26444,{C5805187-9FA6-4275-AAD0-F49B23BB1571},107016010.967642202973366,42125.713218213117216
284,2302779480,23,Waldo,027,79480,00582785,762,Waldo,Waldo town,43,T1,G4040,,,,49970148,15838,19,40.105263160000000,12342,{D049072C-D268-4D06-8302-C7C9F44D9F94},49946075.944835081696510,30303.450660366666852
285,2302786760,23,Waldo,027,86760,00582822,3757,Winterport,Winterport town,43,T1,G4040,,70750,,92007098,3970578,37,101.540540539999995,23698,{E4264D4A-A82A-49B0-A1A2-31A3B9877FBA},95901067.076906800270081,49444.005283757433062
286,2300712595,23,Franklin,007,12595,00582409,1352,Chesterville,Chesterville town,43,T1,G4040,,,,93689202,3574222,38,35.578947370000002,24019,{D3CA975F-2671-4DC2-9400-33CAE0408F52},97203628.170208960771561,50976.270382942057040
287,2300702235,23,Franklin,007,02235,00582336,461,Avon,Avon town,43,T1,G4040,,,,107192039,661053,42,10.976190480000000,26637,{74504C68-DE72-46FC-8698-2585AE15EC17},107795467.154851913452148,44486.029046891322650
288,2302501395,23,Somerset,025,01395,00582326,2511,Anson,Anson town,43,T1,G4040,,,,123004495,2068089,48,52.312500000000000,30886,{3A3A4CB8-C3DB-43D7-96B7-13DB0A81F088},124989877.923928141593933,53031.409709807026957
289,2302501885,23,Somerset,025,01885,00579052,1019,Athens,Athens town,43,T1,G4040,,,,112920227,17853,44,23.159090910000000,27887,{03FBCBFC-CA03-4F35-8A83-A376C1E4DC6A},112855385.292122513055801,61485.070893595075177
290,2300710740,23,Franklin,007,10740,00582391,781,Carrabassett Valley,Carrabassett Valley town,43,T1,G4040,,,,200670444,354959,78,10.012820509999999,49647,{D9574AF4-9DEF-434E-B52B-D3613BE82484},200916209.471136927604675,60003.355820999182470
291,2300710915,23,Franklin,007,10915,00582393,560,Carthage,Carthage town,43,T1,G4040,,,,86331613,336174,33,16.969696970000001,21406,{D30CF630-CEFE-4807-9A5B-ECF57F149C85},86625661.641774818301201,45336.195142163101991
292,2300714205,23,Franklin,007,14205,00582418,166,Coplin,Coplin plantation,39,T1,G4040,,,,85581895,0,33,5.030303030000000,21138,{9DC87173-072E-4F21-A133-D3353A2BA781},85541627.234955996274948,36971.312264952102851
293,2300716165,23,Franklin,007,16165,00582431,309,Dallas,Dallas plantation,39,T1,G4040,,,,100952042,3679625,40,7.725000000000000,25844,{F3ED995C-79BB-44A2-BC1E-B6708C6A6800},104587685.805093601346016,40937.758826846460579
294,2300719865,23,Franklin,007,19865,00582453,808,East Central Franklin,East Central Franklin UT,46,Z3,G4040,,,,442984857,518370,171,4.725146200000000,109561,{DCF3226E-7BDA-454D-8B18-7968C9932A28},443378082.302974700927734,120455.648881369997980
295,2300724005,23,Franklin,007,24005,00582469,618,Eustis,Eustis town,43,T1,G4040,,,,101335909,6076863,41,15.073170729999999,26527,{AD9909FD-903D-4481-AC9A-CDCECA7B5139},107352077.503352835774422,41519.668217344980803
296,2300724775,23,Franklin,007,24775,00582474,7760,Farmington,Farmington town,43,T1,G4040,,,,144184408,398369,56,138.571428569999995,35706,{6AE9A90B-4260-4CF8-A287-3AF2C30DA72F},144496244.421893209218979,53614.889423797139898
297,2302505000,23,Somerset,025,05000,00582354,922,Bingham,Bingham town,43,T1,G4040,,,,90404448,1070971,35,26.342857140000000,22588,{9967DA5A-E9B9-4600-B365-29E11355A5F5},91411571.074927121400833,41792.355488700253773
298,2302507380,23,Somerset,025,07380,00579053,70,Brighton,Brighton plantation,39,T1,G4040,,,,100651278,1836480,40,1.750000000000000,25307,{92C7ADFD-58E1-45D9-B18B-60726D8DD205},102413376.981107220053673,42832.948985739240015
299,2302509655,23,Somerset,025,09655,00582383,462,Cambridge,Cambridge town,43,T1,G4040,,,,50028381,155837,19,24.315789469999999,12391,{C43C6AC2-1AA6-4661-B1AC-1EEFE7C6CE02},50145592.433977261185646,42213.334854915905453
300,2302509935,23,Somerset,025,09935,00582385,2275,Canaan,Canaan town,43,T1,G4040,,,,106594006,2510153,42,54.166666669999998,26940,{A60AA8FC-60CE-44C5-AFA8-4B99C4A4A482},109021982.662928864359856,54872.488972700390150
301,2302510495,23,Somerset,025,10495,00582388,69,Caratunk,Caratunk town,43,T1,G4040,,,,135450662,7683225,55,1.254545450000000,35345,{C6ABB9EF-6653-47AD-A2C6-52C11F67CE40},143037640.167691290378571,47551.024419782057521
302,2302511820,23,Somerset,025,11820,00582402,338,Central Somerset,Central Somerset UT,46,Z3,G4040,,,,198630396,3005225,78,4.333333330000000,49793,{1B70AD95-E0DF-4B68-A213-861E96F279FB},201505097.275215834379196,59076.599542841518996
303,2302514555,23,Somerset,025,14555,00579028,1314,Cornville,Cornville town,43,T1,G4040,,,,105501274,532434,41,32.048780489999999,26182,{22E124B3-4D00-4A26-9BF3-7D75856C4366},105956335.359788715839386,41190.823671330152138
304,2302517285,23,Somerset,025,17285,00582439,33,Dennistown,Dennistown plantation,39,T1,G4040,,,,99848969,4677735,40,0.825000000000000,25815,{68E9305E-52B0-4074-A7ED-88EB17621955},104471321.492085680365562,41066.799752050006646
305,2302517460,23,Somerset,025,17460,00582441,852,Detroit,Detroit town,43,T1,G4040,,,,52442891,429316,20,42.600000000000001,13055,{D030A438-7DA4-4DC5-9883-3507E6AC6B73},52830714.326485700905323,32057.499536447990977
306,2302523410,23,Somerset,025,23410,00582466,939,Embden,Embden town,43,T1,G4040,,,,102498847,10138235,43,21.837209300000001,27815,{6A6E8925-F280-4BCD-AC11-073F15807502},112561989.907869279384613,42871.831081811054901
373,2301756310,23,Oxford,017,56310,00582658,4110,Oxford,Oxford town,43,T1,G4040,,,,100271032,8176005,42,97.857142859999996,26785,{AFEC389A-1189-4B80-91C1-A1EFE23F871D},108397504.408267512917519,49638.784858135819377
374,2301756625,23,Oxford,017,56625,00582661,5183,Paris,Paris town,43,T1,G4040,,,,105601609,513090,41,126.414634149999998,26210,{3B149681-9BE2-48B4-ABC9-25616B64FF62},106066687.163164034485817,44835.152313198843331
375,2301758270,23,Oxford,017,58270,00582673,1541,Peru,Peru town,43,T1,G4040,,,,120891992,2392221,48,32.104166669999998,30450,{C8907131-8AF3-4AF5-9623-4CCF9F1B54CF},123226014.331761062145233,50201.070579233528406
376,2301760405,23,Oxford,017,60405,00582682,1498,Porter,Porter town,43,T1,G4040,775,76750,,81579206,3541182,33,45.393939390000000,21029,{20EF392F-4EE9-4A72-9D37-9EB7164BA0FE},85103284.314131602644920,38610.310572228605452
377,2301764185,23,Oxford,017,64185,00582702,369,Roxbury,Roxbury town,43,T1,G4040,,,,111137090,3152273,44,8.386363640000001,28230,{A9D53339-3E47-412D-8EED-6BAA1410643A},114243540.926072239875793,44504.579535294702509
378,2301764290,23,Oxford,017,64290,00582703,5841,Rumford,Rumford town,43,T1,G4040,,,,177531573,3365395,70,83.442857140000001,44685,{EFCCBF6C-0715-4952-91A0-4CCEA8928820},180835268.527211427688599,60548.374931840036879
391,2302709270,23,Waldo,027,09270,00582379,1164,Burnham,Burnham town,43,T1,G4040,,,,100726143,6044800,41,28.390243900000002,26363,{2D339608-B855-4C89-8E00-0D350B10EDB5},106687982.641817852854729,47601.876215857126226
392,2302726280,23,Waldo,027,26280,00582478,1124,Frankfort,Frankfort town,43,T1,G4040,,70750,,63737496,3359797,26,43.230769230000000,16567,{677A3509-5417-43D2-971C-09771B16A031},67043706.561287000775337,36660.420859953090257
393,2302726420,23,Waldo,027,26420,00582480,719,Freedom,Freedom town,43,T1,G4040,,,,55739615,1804049,22,32.681818180000000,14208,{B1B8F0DD-F5D2-473B-85A7-5FFEEFE384D8},57498717.087076440453529,32748.216483318494284
394,2302735240,23,Waldo,027,35240,00582531,566,Islesboro,Islesboro town,43,T1,G4040,,,,37009086,141389652,69,8.202898550000000,44048,{831AAB63-7BF7-4052-9B16-5EDAEEA22C15},178258198.968653768301010,64318.233817738066136
395,2302735450,23,Waldo,027,35450,00582533,548,Jackson,Jackson town,43,T1,G4040,,,,65431973,270041,25,21.920000000000002,16222,{759E9B74-04BF-473C-A0EE-E4FC2781299B},65649686.953637041151524,33185.029893381200964
396,2301501010,23,Lincoln,015,01010,00582321,709,Alna,Alna town,43,T1,G4040,,,,54134939,1097290,21,33.761904760000000,13638,{CAC819FB-12DD-480C-9E2F-2FB5C40BEB93},55191557.102536238729954,37830.647089827922173
397,2301506050,23,Lincoln,015,06050,00582358,3120,Boothbay,Boothbay town,43,T1,G4040,,,,56804587,129167370,72,43.333333330000002,45920,{80EBB02A-4C85-4E3F-A50A-29414D96F3AE},185832791.865505278110504,79984.018893453801866
398,2301506120,23,Lincoln,015,06120,00582359,2165,Boothbay Harbor,Boothbay Harbor town,43,T1,G4040,,,,14759371,9110084,9,240.555555559999988,5894,{47FED35E-6068-4A2B-804C-B22959FC9A3C},23851908.946727156639099,23665.175774235645804
399,2301506855,23,Lincoln,015,06855,00582365,806,Bremen,Bremen town,43,T1,G4040,,,,42644648,29485815,28,28.785714290000001,17810,{5F5A9503-AC52-486D-AD67-993B8B6DD024},72074796.962952002882957,39688.226027789634827
400,2301507485,23,Lincoln,015,07485,00582369,2755,Bristol,Bristol town,43,T1,G4040,,,,88047693,114571643,78,35.320512819999998,50030,{E7B8F52E-A631-4837-BACF-797F25BD1784},202464590.468816310167313,74607.776562793689664
401,2302737585,23,Waldo,027,37585,00582545,806,Knox,Knox town,43,T1,G4040,,,,75037645,516693,29,27.793103450000000,18655,{85F87FFA-CA1A-44F6-AC7B-970EDD56ED46},75494448.337812557816505,37688.481544943759218
402,2302739055,23,Waldo,027,39055,00582555,913,Liberty,Liberty town,43,T1,G4040,,,,67341357,6213280,28,32.607142860000003,18161,{83C52884-138D-48FE-8F62-17F1F9731D1F},73497147.608803957700729,35346.794696395249048
403,2302739755,23,Waldo,027,39755,00582561,2164,Lincolnville,Lincolnville town,43,T1,G4040,,,,96720674,16338209,44,49.181818180000000,27915,{EA5FF34E-53FE-46AD-9422-FFDE5D0611EB},112968571.592751353979111,44813.994788233641884
404,2302746475,23,Waldo,027,46475,00582602,890,Monroe,Monroe town,43,T1,G4040,,,,100799335,275335,39,22.820512820000001,24956,{FFBC129F-EFF6-42E1-A578-D2CE720EE5A5},100993880.724123939871788,45720.612020303109603
405,2302746790,23,Waldo,027,46790,00582605,1032,Montville,Montville town,43,T1,G4040,,,,110493729,1241717,43,24.000000000000000,27589,{85CD784B-09BB-49D5-BF26-6050C007B7B9},111647449.421622574329376,45964.522636831323325
406,2302747245,23,Waldo,027,47245,00582608,884,Morrill,Morrill town,43,T1,G4040,,,,42900048,1276536,17,52.000000000000000,10908,{A19B82CD-D3B5-47DC-9957-518697F471D8},44141442.508208319544792,27406.604358870939905
407,2302752845,23,Waldo,027,52845,00582636,1520,Northport,Northport town,43,T1,G4040,,,,61576555,29020914,35,43.428571429999998,22369,{0D5F7AE5-E5C9-4EA0-B33A-E29AF64EAEF6},90525031.115890324115753,43655.169102049294452
408,2302100100,23,Piscataquis,021,00100,00582314,714,Abbot,Abbot town,43,T1,G4040,,,,89431262,3028019,36,19.833333329999999,22830,{8F50ADF1-926E-4D5A-93BE-4BD3E43EE3AB},92388528.355509519577026,38485.193710080078745
379,2301771755,23,Oxford,017,71755,00582736,579,South Oxford,South Oxford UT,46,Z3,G4040,,,,251411091,1913767,98,5.908163270000000,62582,{1F734DA0-C171-4A47-AC3E-EC160E99FA91},253259926.212512761354446,86834.826015191472834
380,2301774510,23,Oxford,017,74510,00582750,236,Stoneham,Stoneham town,43,T1,G4040,,,,87616645,2347149,35,6.742857140000000,22225,{B4D44F4E-FF64-44E3-A312-C95FAEBE0DC4},89942130.883630961179733,47134.394391254929360
381,2301774685,23,Oxford,017,74685,00582752,385,Stow,Stow town,43,T1,G4040,,,,62713781,335505,24,16.041666670000001,15577,{FC270DD2-4F0F-4B2C-B105-F024ACCE32E7},63037712.436380319297314,45514.625085231498815
382,2301775035,23,Oxford,017,75035,00582755,939,Sumner,Sumner town,43,T1,G4040,,74650,,114664228,1547688,45,20.866666670000001,28703,{BBF738C6-4CAC-4460-B741-A479A51E68C6},116156962.362831205129623,55306.559436067604111
383,2301775595,23,Oxford,017,75595,00582759,391,Sweden,Sweden town,43,T1,G4040,,,,74646486,2380695,30,13.033333330000000,19028,{450F9194-DF40-4253-AE5C-DA49A211B11A},77005460.650677561759949,35284.706965307312203
384,2301778465,23,Oxford,017,78465,00582775,113,Upton,Upton town,43,T1,G4040,,,,102329037,6010323,42,2.690476190000000,26766,{954A5E08-C1F6-4811-8EC3-7965FF17CAD5},108318570.332894280552864,43229.986426718387520
385,2301780635,23,Oxford,017,80635,00582794,1553,Waterford,Waterford town,43,T1,G4040,,,,130128709,6932393,53,29.301886790000001,33857,{FB7234CE-D99B-49D6-B1E3-3C34EC2A9AD1},137015146.320936501026154,48297.765356513817096
386,2301783890,23,Oxford,017,83890,00582809,1812,West Paris,West Paris town,43,T1,G4040,,,,62783124,412979,24,75.500000000000000,15609,{4E4A047C-EA6F-4F41-A06F-F73E4B1CE0D8},63168811.499378561973572,38081.863001743440691
387,2301787355,23,Oxford,017,87355,00582827,1277,Woodstock,Woodstock town,43,T1,G4040,,,,118358474,3061725,47,27.170212769999999,29991,{4FBC4E34-E865-4FCA-879D-0A9F3D3CE994},121370979.187596485018730,53252.422766911520739
388,2302703950,23,Waldo,027,03950,00582347,6668,Belfast,Belfast city,25,C5,G4040,,,,88164080,11204238,38,175.473684209999988,24535,{B5BC3015-EDB6-42B6-8C2F-58834E61C33D},99288879.371314674615860,42277.920770713419188
389,2302704125,23,Waldo,027,04125,00582349,942,Belmont,Belmont town,43,T1,G4040,,,,35250667,1496747,14,67.285714290000001,9073,{82423324-65A9-4CCA-8089-172AFE9F70CC},36718102.701127842068672,25716.857527267718979
390,2302707870,23,Waldo,027,07870,00582371,1078,Brooks,Brooks town,43,T1,G4040,,,,63891369,1811398,25,43.119999999999997,16222,{3F106E5E-B52E-45A2-BE7E-0E4589422380},65650373.850629441440105,36472.492167247306497
350,2302576190,23,Somerset,025,76190,00582762,37,The Forks,The Forks plantation,39,T1,G4040,,,,102477495,4938563,41,0.902439020000000,26525,{D3E49EA8-3535-40DE-940F-E4DC1A564D52},107343776.826711118221283,42711.838420476786268
351,2302582840,23,Somerset,025,82840,00582805,60,West Forks,West Forks plantation,39,T1,G4040,,,,126095654,1147071,49,1.224489800000000,31422,{DC19641D-54A8-4CF0-AB52-BA59CB203D41},127160487.718410953879356,56696.899691163154785
352,2301708710,23,Oxford,017,08710,00582376,2009,Buckfield,Buckfield town,43,T1,G4040,,74650,,97201863,623820,38,52.868421050000002,24161,{01752A7A-675A-49F7-A6FC-544F1853BCC7},97776214.197281539440155,45762.501212145682075
353,2301709550,23,Oxford,017,09550,00582381,145,Byron,Byron town,43,T1,G4040,,,,134190144,1942627,53,2.735849060000000,33626,{D6B1D6BF-F8DA-45F5-9C09-8658694E3107},136082080.726005107164383,47301.500502693132148
354,2301710005,23,Oxford,017,10005,00582386,990,Canton,Canton town,43,T1,G4040,,,,75430718,3581972,30,33.000000000000000,19514,{647680F8-08B3-4330-B363-5F72C1872C1A},78970225.117030158638954,41945.352813339457498
355,2301717250,23,Oxford,017,17250,00582438,1148,Denmark,Denmark town,43,T1,G4040,,,,119457679,9871553,50,22.960000000000001,31949,{B7CCE4E6-5C42-47FF-A0BB-95F47CD90E18},129292633.758620157837868,57656.580111733986996
356,2301717740,23,Oxford,017,17740,00582443,2550,Dixfield,Dixfield town,43,T1,G4040,,,,106879291,1074700,42,60.714285709999999,26662,{8F49D612-5656-44C5-8BE2-E994CE502571},107899723.901975721120834,46327.512587413817528
357,2301726910,23,Oxford,017,26910,00582485,3449,Fryeburg,Fryeburg town,43,T1,G4040,,,,151068513,19567226,66,52.257575760000002,42156,{BFD64283-4B44-4716-BB28-957ABDF092BE},170600464.200537115335464,55889.474602390837390
358,2301727505,23,Oxford,017,27505,00582490,209,Gilead,Gilead town,43,T1,G4040,,,,48893358,2046592,20,10.449999999999999,12585,{2D96D039-2A53-41EC-B092-CA44404B2EBE},50929416.475645668804646,31318.355972680885316
359,2301729710,23,Oxford,017,29710,01987275,830,Greenwood,Greenwood town,43,T1,G4040,,,,107936296,3648404,43,19.302325580000002,27563,{D086A3FD-CAE1-4FF1-AE01-719960DB57C4},111544323.710961639881134,46192.074867109680781
360,2301731110,23,Oxford,017,31110,00582510,238,Hanover,Hanover town,43,T1,G4040,,,,18226000,1333151,8,29.750000000000000,4832,{DAF3903D-B49B-444F-9B06-936BE77BBB80},19552565.324585758149624,20741.503722544457560
361,2301731670,23,Oxford,017,31670,00582514,1185,Hartford,Hartford town,43,T1,G4040,,74650,,113622672,3129069,45,26.333333329999999,28835,{9355E818-1BB0-41D6-82EC-73EDBFA4063D},116690903.747369676828384,54890.767353457224090
362,2301732370,23,Oxford,017,32370,00582516,1416,Hebron,Hebron town,43,T1,G4040,,74650,,58034589,342225,23,61.565217390000001,14418,{B2EBF8CF-962E-43CB-AD02-B04803E1AC8A},58347618.422780163586140,37276.773926313100674
363,2301733315,23,Oxford,017,33315,00582520,1620,Hiram,Hiram town,43,T1,G4040,775,76750,,97247927,3415730,39,41.538461540000000,24868,{DB791A74-C617-48B5-B958-440ACE93A7BF},100636470.619991675019264,54805.708044801234792
364,2301739422,23,Oxford,017,39422,00582560,45,Lincoln,Lincoln plantation,39,T1,G4040,,,,84600438,11511753,37,1.216216220000000,23745,{80596479-CD0F-419D-B368-E574A855EF5C},96093930.326293200254440,39284.010970945055305
365,2301741365,23,Oxford,017,41365,00582568,1140,Lovell,Lovell town,43,T1,G4040,,,,111747773,12278673,48,23.750000000000000,30640,{ED389FEA-ABC5-465A-9C62-437C072D03A9},123996478.006010800600052,45946.377171480053221
366,2301742835,23,Oxford,017,42835,00579017,46,Magalloway,Magalloway plantation,39,T1,G4040,,,,124712662,15365861,54,0.851851850000000,34608,{43C5EB34-2D50-4E02-860A-8620127B085D},140054386.153903186321259,49892.937154958934116
367,2301745285,23,Oxford,017,45285,00582593,2681,Mexico,Mexico town,43,T1,G4040,,,,60456664,603890,24,111.708333330000002,15082,{2D1B847C-51A4-4B02-926D-CB09E8EB44A7},61033418.612772561609745,35323.100808464812872
368,2301746105,23,Oxford,017,46105,02378264,143,Milton,Milton UT,46,Z3,G4040,,,,38597512,0,15,9.533333330000000,9534,{59E29BFF-990F-4277-91B6-439759DCCC2E},38582037.713338240981102,28898.584020347632759
369,2301749275,23,Oxford,017,49275,00582623,329,Newry,Newry town,43,T1,G4040,,,,159327026,74107,62,5.306451610000000,39379,{CE7DC162-2CEC-4D18-BC62-3D8B11766E3C},159362071.083579003810883,59527.453073774871882
370,2301752575,23,Oxford,017,52575,00582634,24,North Oxford,North Oxford UT,46,Z3,G4040,,,,1318420221,96441874,546,0.043956040000000,349545,{14239397-E2BB-4E2D-BCB3-208FF360D68F},1414563158.141931533813477,281274.597057673847303
371,2301754000,23,Oxford,017,54000,00582643,5014,Norway,Norway town,43,T1,G4040,,,,116655606,5932315,47,106.680851059999995,30280,{263F6AAD-724C-4870-A412-D4649EC3E199},122539525.660103946924210,50265.250340196449542
372,2301755960,23,Oxford,017,55960,00582655,1770,Otisfield,Otisfield town,43,T1,G4040,,,,103409050,11181882,44,40.227272730000003,28304,{42057E80-6FFA-41D2-B3CD-03D3BB15213C},114542863.393639445304871,58488.322265936054464
433,2302381930,23,Sagadahoc,023,81930,00582801,1877,West Bath,West Bath town,43,T1,G4040,,72250,,30814985,8038176,15,125.133333329999999,9594,{CE288D4A-6768-4703-9294-A2A759616BB1},38826642.524444080889225,32086.244528695184272
434,2302387460,23,Sagadahoc,023,87460,00582829,3072,Woolwich,Woolwich town,43,T1,G4040,,72250,,90894144,16838664,42,73.142857140000004,26602,{EDAB4174-E68F-4038-AAC8-811CDC5C15C6},107656731.548457339406013,47261.847773530695122
435,2302156765,23,Piscataquis,021,56765,00579055,843,Parkman,Parkman town,43,T1,G4040,,,,117150368,2128825,46,18.326086960000001,29452,{982B2DE9-4883-4063-AD7D-25F1C1E14532},119187357.010845914483070,43792.158202780665306
436,2302165865,23,Piscataquis,021,65865,00582713,1343,Sangerville,Sangerville town,43,T1,G4040,,,,99498192,3358491,40,33.575000000000003,25396,{DC706433-67AF-4276-B3A9-47C36BC5F660},102775903.950878396630287,41293.323270272929221
437,2302166950,23,Piscataquis,021,66950,00582718,630,Sebec,Sebec town,43,T1,G4040,,,,95193986,2889403,38,16.578947370000002,24217,{A85294DE-41FB-4D8F-A906-EE9EE4C3F587},98005129.857602044939995,47218.874161857238505
438,2302168140,23,Piscataquis,021,68140,00582724,233,Shirley,Shirley town,43,T1,G4040,,,,138067209,2156891,54,4.314814810000000,34624,{1A263681-56FB-4BF6-A049-D29F8F3366CA},140120309.571956813335419,50849.961129662275198
439,2302170655,23,Piscataquis,021,70655,00582734,253,Southeast Piscataquis,Southeast Piscataquis UT,46,Z3,G4040,,,,94095363,4805311,38,6.657894740000000,24419,{1E55E3EC-AC33-4234-9FD4-B45305112702},98821662.082351192831993,40362.707754473529349
440,2302181405,23,Piscataquis,021,81405,00579056,260,Wellington,Wellington town,43,T1,G4040,,,,103238695,179368,40,6.500000000000000,25536,{9497C05E-7FBA-465D-BE73-68F248103120},103340503.428278386592865,41096.482256884846720
441,2302185710,23,Piscataquis,021,85710,00582815,150,Willimantic,Willimantic town,43,T1,G4040,,,,111842487,12247725,48,3.125000000000000,30639,{1D9DCE43-8382-476C-98B7-043EEDD7DCD5},123993669.662076115608215,44829.938853330648271
442,2301301465,23,Knox,013,01465,00582327,1316,Appleton,Appleton town,43,T1,G4040,,,,84715928,1864237,33,39.878787879999997,21377,{7BA3EAB7-6513-4ED3-84F7-77D5F1F25A61},86511891.103686079382896,37349.899847769876942
443,2301309725,23,Knox,013,09725,00582384,4850,Camden,Camden town,43,T1,G4040,,,,47241308,21793354,27,179.629629630000011,17045,{47BE3B42-A945-45D3-A6B0-6F464B07CE61},68979528.627780467271805,36352.694094267484616
444,2301315125,23,Knox,013,15125,02378260,1,Criehaven,Criehaven UT,46,Z3,G4040,,,,1371529,121231135,47,0.021276600000000,30272,{90211584-41F7-4627-99D2-309916E31E81},122505058.691069841384888,42062.534631984432053
445,2301315780,23,Knox,013,15780,00582428,1534,Cushing,Cushing town,43,T1,G4040,,77500,,49817691,17643713,26,59.000000000000000,16657,{F7DBCF35-6967-480D-8266-0D19FA5E085F},67408174.333434000611305,43866.274195229947509
446,2301326805,23,Knox,013,26805,00582484,1152,Friendship,Friendship town,43,T1,G4040,,,,36528521,44722866,31,37.161290319999999,20062,{376A8108-0350-4E68-9DD3-B213574C7D30},81187934.884772196412086,58684.232471606585023
447,2301333840,23,Knox,013,33840,00582524,1536,Hope,Hope town,43,T1,G4040,,,,56877124,4968373,24,64.000000000000000,15270,{9C8959C2-74A1-4324-ADC3-31A6398DA676},61796386.788228243589401,31690.249607567882776
448,2301335135,23,Knox,013,35135,00582530,73,Isle au Haut,Isle au Haut town,43,T1,G4040,,,,32428332,260750883,113,0.646017700000000,72390,{7C17FF28-7D08-410B-AFBD-2665DFEC06DA},292951658.501513302326202,69857.458383900302579
449,2301344165,23,Knox,013,44165,00582584,74,Matinicus Isle,Matinicus Isle plantation,39,T1,G4040,,,,6215294,522272264,204,0.362745100000000,130487,{699FE809-90D1-4260-B994-D7EA8729E9F5},528062440.960652053356171,127866.072992381043150
450,2300102060,23,Androscoggin,001,02060,00582333,23055,Auburn,Auburn city,25,C5,G4040,,74650,,153664194,16601197,66,349.318181820000007,42050,{DBFC6906-3F99-43D4-9C68-69E584D00C48},170171106.768089711666107,68115.853035718624596
451,2300119105,23,Androscoggin,001,19105,00582448,3848,Durham,Durham town,43,T1,G4040,,,,99145260,1976266,39,98.666666669999998,24973,{18C4F5D0-7B1A-4929-896D-8B907E81C18B},101061101.015017867088318,47619.861605109894299
452,2300129255,23,Androscoggin,001,29255,00582500,4350,Greene,Greene town,43,T1,G4040,,74650,,83594263,7536935,35,124.285714290000001,22506,{761E10FB-296C-470D-A2E1-31F57DCCC4ED},91077070.489995315670967,38981.434681628285034
453,2300138565,23,Androscoggin,001,38565,00582552,2326,Leeds,Leeds town,43,T1,G4040,,74650,,103735410,8701812,43,54.093023260000002,27767,{29E78554-56E8-4F0C-BF30-4997126B5062},112369798.125165596604347,48294.598573388662771
454,2300138740,23,Androscoggin,001,38740,00582554,36592,Lewiston,Lewiston city,25,C5,G4040,,74650,,88439163,3595457,36,1016.444444439999984,22729,{8CD71D29-EF04-4A50-83B5-B64F2F29161F},91980780.770463600754738,43503.225566944900493
455,2300140035,23,Androscoggin,001,40035,00582563,9009,Lisbon,Lisbon town,43,T1,G4040,,74650,,59107756,2601690,24,375.375000000000000,15239,{B33EE632-11EF-48D6-BC92-3C2DF0950975},61671681.260398998856544,40266.041191497650289
456,2300140665,23,Androscoggin,001,40665,00582566,2095,Livermore,Livermore town,43,T1,G4040,,74650,,97435647,4596113,39,53.717948720000003,25198,{675C3C65-ECAE-439E-AB58-AF34870F3E2F},101973655.180084154009819,43037.162465026427526
457,2300140770,23,Androscoggin,001,40770,00582567,3187,Livermore Falls,Livermore Falls town,43,T1,G4040,,,,50974347,1916688,20,159.349999999999994,13062,{E5EE940D-EF73-4AAC-9D45-CB5FF37FA57C},52859496.953028000891209,36777.168252137125819
458,2300144585,23,Androscoggin,001,44585,00582587,3031,Mechanic Falls,Mechanic Falls town,43,T1,G4040,,74650,,28478548,418786,11,275.545454549999988,7137,{F678C4E2-F189-466A-BC15-4E071848D150},28883242.353262279182673,26173.736079351099761
459,2300146160,23,Androscoggin,001,46160,00582599,2607,Minot,Minot town,43,T1,G4040,,74650,,76597424,474870,30,86.900000000000006,19035,{3E99D38E-A93C-4F31-B990-FA898E79F68D},77032353.445961281657219,45373.918289409761201
460,2300160020,23,Androscoggin,001,60020,00582680,5376,Poland,Poland town,43,T1,G4040,,74650,,109380785,12835640,47,114.382978719999997,30185,{9A38ECDC-3945-4B5A-ADD0-5460C9094BF7},122155980.254754886031151,53461.952750157601258
461,2300164570,23,Androscoggin,001,64570,00582704,4876,Sabattus,Sabattus town,43,T1,G4040,,74650,,66586752,3116401,27,180.592592590000010,17213,{D53D0971-3D59-4F34-AE31-164B4A17A614},69659905.387152403593063,34183.315670091404172
462,2300177800,23,Androscoggin,001,77800,00582770,5734,Turner,Turner town,43,T1,G4040,,74650,,153471153,8970709,63,91.015873020000001,40118,{D5709F2C-A3E8-423A-85B4-594CD56A1025},162351277.742989748716354,54307.984575380083697
463,2301347962,23,Knox,013,47962,01934678,6,Muscle Ridge Islands,Muscle Ridge Islands UT,46,Z3,G4040,,,,2450126,126180488,50,0.120000000000000,31760,{11076A41-AFD0-4BE6-A19D-8180454D6CDB},128527294.544488638639450,51343.192529803796788
464,2301351620,23,Knox,013,51620,00582633,355,North Haven,North Haven town,43,T1,G4040,,,,30091867,183556274,82,4.329268290000000,52751,{7D99B079-F972-4367-9E1D-DB4C126E30DC},213477774.417195200920105,70671.546091256488580
465,2301356135,23,Knox,013,56135,00582656,1580,Owls Head,Owls Head town,43,T1,G4040,,77500,,22990798,27795771,20,79.000000000000000,12540,{F91BD347-D0B9-44C9-9F11-0BCF73FDF101},50746003.966406397521496,34102.726160114376398
